MAJOR;BUG;3;5;Комментарий должен начинаться с прописной буквы.
MAJOR;BUG;3;6;Комментарий содержит букву "ё".
MAJOR;BUG;3;7;Синоним содержит букву "ё".
MAJOR;BUG;3;8;Имя содержит букву "ё".
CRITICAL;SKIP;0;58;Имя неверно образовано из синонима.
MAJOR;BUG;3;59;Подсказка совпадает с синонимом.
MAJOR;BUG;3;60;Не заполнен синоним конфигурации.
MAJOR;BUG;3;61;В имени конфигурации запрещено использовать слова "редакция" или "подредакция".
CRITICAL;SKIP;0;62;Неверно указан адрес информации о поставщике. Должен быть "http://www.1c.ru".
CRITICAL;SKIP;0;63;Неверно указан адрес информации о конфигурации. Должен начинаться с "http://v8.1c.ru/".
CRITICAL;SKIP;0;64;Неверно указан адрес каталога обновлений. Должен быть "http://downloads.v8.1c.ru/tmplts/".
MAJOR;BUG;3;65;Использован метод "ПолучитьФорму()".
CRITICAL;BUG;30;66;Использована конструкция "ДЛЯ ИЗМЕНЕНИЯ".
MAJOR;BUG;3;67;Для конфигурации не установлен управляемый режим блокировки данных.
INFO;CODE_SMELL;3;68;Использована конструкция "ДанныеФормыВЗначение()".
MAJOR;BUG;3;69;Использован метод "Сообщить()".
INFO;CODE_SMELL;3;70;Использована конструкция "ПОЛНОЕ ВНЕШНЕЕ СОЕДИНЕНИЕ".
MAJOR;CODE_SMELL;3;71;Неверно установлен номер версии. Он не должен быть вида 0.0.0.0, N.0.0.0, N.0.N.0 или N.0.0.N.
MAJOR;BUG;3;72;Синоним должен оканчиваться на номер редакции.подредакции.
MAJOR;BUG;3;73;Рекомендуется избегать в названии общего модуля таких общих слов как "Процедуры", "Функции", "Обработчики", "Модуль", "Функциональность" и т.п.
MAJOR;BUG;3;75;Отсутствует обязательная конструкция "Если ОбменДанными.Загрузка Тогда ...".
MAJOR;BUG;3;76;Неверно указана информация об авторских правах. Должно начинаться с "Copyright © ООО "1С-Софт"".
MAJOR;BUG;20;78;Найдена экспортная процедура или функция в модуле формы.
MAJOR;CODE_SMELL;3;80;Общий модуль, доступный только на клиенте, должен именоваться с постфиксом "Клиент".
MAJOR;BUG;3;82;Не установлено свойство "Использовать управляемые формы в обычном приложении" для конфигурации.
MAJOR;CODE_SMELL;3;83;Глобальный общий модуль должен именоваться с постфиксом "Глобальный".
MAJOR;BUG;3;84;Привилегированный общий модуль должен именоваться с постфиксом "ПолныеПрава".
MAJOR;BUG;3;85;Общий модуль с повторно используемыми значениями должен именоваться с постфиксом "ПовтИсп".
MAJOR;BUG;3;86;Не задан синоним стандартного реквизита "Владелец".
CRITICAL;BUG;5;87;Орфографическая ошибка в подсказке объекта метаданных.
INFO;CODE_SMELL;3;89;Использован оператор "Перейти".
MAJOR;BUG;3;90;Общий модуль, для которого предусмотрен вызов сервера, должен именоваться с постфиксом "ВызовСервера".
MAJOR;BUG;3;93;Не заполнено ни представление объекта, ни представление списка.
MAJOR;BUG;3;96;Использована конструкция "ОБЪЕДИНИТЬ".
MAJOR;CODE_SMELL;3;98;Использована конструкция Следующий() при проверке того, что результат выполнения запроса не содержит строк.
MAJOR;CODE_SMELL;3;99;Прикладной объект создан с помощью оператора Новый.
CRITICAL;BUG;10;100;Использован обработчик событий, подключаемый из кода и не содержащий префикса "Подключаемый_".
MAJOR;CODE_SMELL;3;101;Длина выражения превышает 120 символов.
MINOR;CODE_SMELL;5;102;Неправильный перенос текста в выражении.
MINOR;CODE_SMELL;5;103;Строка должна находиться в конце предыдущей.
CRITICAL;BUG;5;104;Использована директива компиляции.
CRITICAL;BUG;10;105;Использована явная запись наборов записей регистров (с помощью метода Записать) в процедуре обработки проведения.
MINOR;CODE_SMELL;10;108;Документ не имеет реквизита "Комментарий".
MINOR;CODE_SMELL;10;109;Реквизит "Комментарий" имеет недопустимый тип.
MAJOR;CODE_SMELL;3;113;Размер элемента управления типа "Кнопка" меньше 60х19.
MAJOR;CODE_SMELL;3;114;Элемент управления типа "Кнопка" содержит многострочный заголовок.
MAJOR;CODE_SMELL;3;115;Элемент управления типа "Кнопка" находится на командной панели.
MAJOR;CODE_SMELL;3;117;Ширина вертикального разделителя не соответствует требованиям.
MAJOR;CODE_SMELL;3;118;Высота горизонтального разделителя не соответствует требованиям.
MAJOR;CODE_SMELL;3;120;Расположение закладок у панели не соответствует требованиям.
CRITICAL;BUG;30;123;Обращение к полям регистратора.
BLOCKER;BUG;10;125;Общий модуль недопустимого типа.
MINOR;BUG;10;127;Отсутствует описание у экспортной переменной.
MAJOR;BUG;3;128;Отсутствует описание у переменной.
MAJOR;CODE_SMELL;3;132;Не верно установлена текущая дата.
MAJOR;BUG;10;134;Количество параметров более 7.
MAJOR;CODE_SMELL;3;137;Не рекомендуются длительные вызовы из клиентского кода в серверный.
MAJOR;CODE_SMELL;3;138;Не определена функция для создания новой структуры.
MAJOR;BUG;30;141;Необязательные параметры расположены перед обязательными.
MAJOR;BUG;30;142;Количество необязательных параметров более 3.
CRITICAL;BUG;10;143;Использование функции "ТекущаяДата()".
CRITICAL;BUG;10;144;Присвоение параметру "Отказ" значения, отличного от "Истина".
MAJOR;CODE_SMELL;3;145;Выключен флаг "Устанавливать права для новых объектов" или "Устанавливать права для реквизитов и табличных частей по умолчанию" у роли "Полные права".
CRITICAL;BUG;10;146;Флаг "Устанавливать права для новых объектов" должен быть включен только у роли "ПолныеПрава".
MAJOR;BUG;5;148;Реквизит "Ссылка" динамического списка не выведен в таблицу на форме.
MAJOR;BUG;5;149;У поля "Ссылка" таблицы динамического списка не отключена пользовательская видимость.
CRITICAL;BUG;30;150;Использована неправильная конструкция при установке внешней компоненты.
MINOR;BUG;10;152;В параметре "ИмяСобытия" метода "ЗаписьЖурналаРегистрации()" имеется лишний пробел после точки.
MAJOR;CODE_SMELL;3;153;Не локализован параметр "Комментарий" метода "ЗаписьЖурналаРегистрации()".
MINOR;BUG;10;154;Если в параметре "Комментарий" метода "ЗаписьЖурналаРегистрации()" указано подробное описание ошибки, то уровень журнала должен быть "Ошибка".
MINOR;BUG;10;156;Не локализован параметр "ИмяСобытия" метода "ЗаписьЖурналаРегистрации()".
MINOR;BUG;10;157;Для параметра "ИмяСобытия" метода "ЗаписьЖурналаРегистрации()" не задан основной язык конфигурации.
INFO;CODE_SMELL;5;160;У реквизита "Ссылка" динамического списка выключен признак "Использовать всегда".
MAJOR;CODE_SMELL;3;161;Параметр "ИмяСобытия" метода "ЗаписьЖурналаРегистрации()" инициализируется функцией, возращающей нелокализованную строку.
MAJOR;BUG;3;162;Не установлено право.
MINOR;CODE_SMELL;5;163;Строка текста модуля содержит букву "ё".
MAJOR;BUG;10;164;Установлено право "Удаление".
CRITICAL;BUG;10;165;Установлено лишнее право.
MAJOR;BUG;3;192;Установлено право "ИнтерактивноеУдалениеПредопределенныхДанных".
MAJOR;BUG;10;193;Установлено право "ИнтерактивнаяПометкаУдаленияПредопределенныхДанных".
MAJOR;BUG;10;194;Установлено право "ИнтерактивноеСнятиеПометкиУдаленияПредопределенныхДанных".
MAJOR;BUG;10;195;Установлено право "ИнтерактивноеУдалениеПомеченныхПредопределенныхДанных".
MAJOR;BUG;10;216;Слово содержит кириллицу и латиницу.
CRITICAL;BUG;10;217;Неправильная кодировка символа "минус".
MAJOR;BUG;3;218;Установлены все права в роли "ПолныеПрава" для объекта, не входящего в состав разделителя.
CRITICAL;BUG;10;219;Установлены все права в роли "АдминистраторСистемы" для объекта, входящего в состав разделителя.
MAJOR;BUG;3;220;Не установлено право в роли "АдминистраторСистемы".
CRITICAL;BUG;20;222;Использование устаревшей процедуры.
CRITICAL;BUG;20;223;Использование устаревшей функции.
MAJOR;BUG;3;224;Для обязательной роли установлен неправильный синоним.
CRITICAL;BUG;10;226;В документе, предполагающем проведение, не установлен флаг "Привилегированный режим при проведении".
CRITICAL;BUG;10;227;В документе, предполагающем проведение, не установлен флаг "Привилегированный режим при отмене проведения".
MAJOR;CODE_SMELL;3;228;В функциональной опции не установлен флаг "Привилегированный режим при получении".
CRITICAL;BUG;10;229;В роли есть право на изменение регистра, подчиненного регистратору.
MAJOR;CODE_SMELL;3;232;Неверно установлены права на константу.
CRITICAL;BUG;10;233;Для подсистемы верхнего уровня, отображаемой в командном интерфейсе, не найдено роли.
MAJOR;CODE_SMELL;3;234;В роли не установлено право просмотра для подсистемы.
MAJOR;BUG;5;235;Орфографическая ошибка в имени элемента формы.
MINOR;BUG;5;236;Неверно образован синоним объекта с префиксом "Удалить".
MAJOR;BUG;10;239;В модуле должны быть определены стандартные области.
MAJOR;BUG;10;240;Код в модуле с (возможным) программным интерфейсом размещен вне стандартных областей.
MAJOR;BUG;10;241;Код размещен вне стандартных областей.
MAJOR;BUG;3;242;Не установлен признак переключения для интерфейса.
MAJOR;BUG;3;244;Длинные комментарии должны начинаться с большой буквы.
MAJOR;BUG;10;246;Нет пробела в начале комментария.
MAJOR;BUG;10;247;Имена переменных не должны состоять из одного символа.
MAJOR;CODE_SMELL;10;248;Имена переменных не должны начинаться с подчеркивания.
MAJOR;BUG;3;249;Оператор "Перейти" не поддерживается платформой "1С:Предприятие" в режиме веб-клиента.
MAJOR;BUG;10;250;Найдена экспортная процедура или функция в модуле команды.
MAJOR;BUG;3;251;Обязательная роль не установлена как основная роль конфигурации.
MINOR;CODE_SMELL;5;254;Ключевое слово запроса написано не канонически.
MAJOR;CODE_SMELL;3;256;В объекте "Подписка на событие" использован обработчик из общего модуля, не являющегося клиент-серверным.
MAJOR;CODE_SMELL;3;259;Имя неверно образовано из синонима с префиксом "(не используется)".
INFO;CODE_SMELL;10;263;Неверно снят флажок "Включать в командный интерфейс". Для подсистемы, включенной в пользовательский командный интерфейс, он должен быть установлен.
INFO;CODE_SMELL;3;264;Неверно установлен флажок "Включать в командный интерфейс". Для функциональной подсистемы он должен быть снят.
MAJOR;BUG;5;265;Орфографическая ошибка в имени объекта метаданных.
MINOR;BUG;10;267;Количество параметров вызова процедуры или функции не соответствует количеству параметров ее определения.
MAJOR;CODE_SMELL;3;269;Обращение к несуществующей подсистеме.
CRITICAL;BUG;30;271;Обращение к несуществующему общему модулю.
MAJOR;BUG;5;273;В структуре модуля присутствуют пустые области.
MAJOR;BUG;5;274;Неправильный порядок стандартных областей в коде.
BLOCKER;BUG;20;275;Обращение к несуществующему элементу формы.
MAJOR;BUG;20;277;Недопустимый вызов служебной процедуры или функции другой подсистемы.
MAJOR;BUG;20;278;Недопустимый вызов служебного программного интерфейса.
MAJOR;BUG;20;280;Конструкция "Попытка...Исключение...КонецПопытки" не содержит кода в исключении.
MAJOR;BUG;20;282;Закомментированный код или отсутствие пробела в комментарии после знака "//".
MAJOR;BUG;20;283;Обращение к несуществующей роли.
MAJOR;BUG;20;284;В тексте модуля содержатся служебные комментарии.
MAJOR;BUG;20;285;Закомментированный код содержит запрещенный символ.
MAJOR;BUG;20;286;Стандартная область является вложенной.
BLOCKER;BUG;20;287;Обращение к несуществующей процедуре (функции).
MAJOR;CODE_SMELL;3;288;Устаревшая функция содержит код.
MAJOR;CODE_SMELL;3;289;Устаревшая процедура содержит код.
MAJOR;BUG;20;290;Неверно установлены права в роли для чтения.
MAJOR;BUG;20;291;Неверно установлены права в роли для изменения.
MAJOR;BUG;3;293;В конструкторе объекта типа "Структура" указано более 3-х значений свойств.
MAJOR;CODE_SMELL;3;294;В конструкторе объекта типа "Структура" использован конструктор другого объекта с параметрами.
MAJOR;CODE_SMELL;3;295;В конструкторе объекта типа "Структура" использован вызов функции с количеством параметров более 3-х.
MAJOR;BUG;10;299;Возможно, неиспользуемая экспортная процедура (функция).
MAJOR;BUG;3;302;В начале процедуры обработки регламентного задания отсутствует вызов процедуры "ОбщегоНазначения.ПриНачалеВыполненияРегламентногоЗадания();".
MAJOR;CODE_SMELL;3;304;Неверно установлено значение свойства "ОбновлениеПредопределенныхДанных".
MAJOR;CODE_SMELL;3;305;Программный вызов метода "УстановитьОбновлениеПредопределенныхДанных" используется для переключения режима "ОбновлениеПредопределенныхДанных".
INFO;CODE_SMELL;3;307;Название процедуры (функции) содержит описание типов принимаемых параметров или возвращаемых значений.
MAJOR;CODE_SMELL;3;311;Длина названия раздела превышает 35 символов.
MAJOR;BUG;3;313;Длина названия команды превышает 38 символов.
MAJOR;BUG;3;319;Периодичность выполнения регламентного задания меньше одной минуты.
MAJOR;CODE_SMELL;3;320;НСтр() в выражении параметра макета. Значение параметра нужно задавать с помощью НСтр() не в колонке "Выражение", а в модуле отчета.
MAJOR;CODE_SMELL;3;321;Термин "1C:Предприятие" ошибочно задан с латинской "C".
MAJOR;BUG;5;323;Орфографическая ошибка в заголовке команды формы.
MAJOR;BUG;5;324;Орфографическая ошибка в подсказке команды формы.
MAJOR;BUG;3;325;Нарушена схема работы с транзакциями: отсутствует вызов "НачатьТранзакцию()", хотя вызываются "ЗафиксироватьТранзакцию()"/"ОтменитьТранзакцию()".
CRITICAL;BUG;20;326;Нарушена схема работы с транзакциями: для вызова "НачатьТранзакцию()" отсутствует парный вызов "ЗафиксироватьТранзакцию()".
MAJOR;BUG;3;327;Нарушена схема работы с транзакциями: для вызова "НачатьТранзакцию()" отсутствует парный вызов "ОтменитьТранзакцию()".
MAJOR;BUG;3;328;Нарушена схема работы с транзакциями: не найден оператор "Попытка" после вызова "НачатьТранзакцию()".
MAJOR;BUG;3;329;Нарушена схема работы с транзакциями: вызов "ЗафиксироватьТранзакцию()" находится вне конструкции "Попытка... Исключение".
MAJOR;BUG;3;330;Нарушена схема работы с транзакциями: между "ЗафиксироватьТранзакцию()" и "Исключение" есть исполняемый код, который может вызвать исключение.
MAJOR;BUG;3;331;Нарушена схема работы с транзакциями: между "НачатьТранзакцию()" и "Попытка" есть исполняемый код.
CRITICAL;BUG;20;332;Нарушена схема работы с транзакциями: вызов "ОтменитьТранзакцию()" отсутствует в конструкции "Исключение... КонецПопытки".
MAJOR;CODE_SMELL;3;334;Функция НСтр() использована для локализации внутренних идентификаторов.
MINOR;BUG;10;335;Обнаружена нелокализованная дата.
MAJOR;BUG;3;336;Использован метод "РольДоступна()".
MAJOR;CODE_SMELL;3;341;Использована ролевая настройка видимости для элемента формы.
MAJOR;BUG;3;345;Небезопасное хранение паролей в информационной базе.
MAJOR;BUG;3;346;Обращение к несуществующему параметру формы.
MAJOR;BUG;3;347;Не задан синоним стандартного реквизита "Родитель".
MAJOR;CODE_SMELL;5;349;Синоним стандартного реквизита "Владелец" совпадает с наименованием.
MAJOR;CODE_SMELL;5;350;Синоним стандартного реквизита "Родитель" совпадает с наименованием.
MAJOR;BUG;3;351;Бессмысленное (автосгенерированное) имя элемента формы.
MINOR;CODE_SMELL;5;352;Бессмысленное (автосгенерированное) имя реквизита формы.
MINOR;CODE_SMELL;5;353;Бессмысленное (автосгенерированное) имя команды формы.
MINOR;CODE_SMELL;5;354;Бессмысленное (автосгенерированное) имя параметра формы.
CRITICAL;BUG;5;355;Орфографическая ошибка в имени команды формы.
CRITICAL;BUG;5;356;Орфографическая ошибка в имени реквизита формы.
CRITICAL;BUG;5;357;Орфографическая ошибка в заголовке реквизита формы.
MAJOR;BUG;5;358;Орфографическая ошибка в имени параметра формы.
MAJOR;BUG;3;359;Ограничения на уровне записей в разных ролях не совпадает для той же таблицы и права.
MAJOR;BUG;3;360;Ограничения для права "Добавление" не совпадает с ограничением права "Изменение".
MAJOR;BUG;3;361;Серверный код не заключен в инструкцию препроцессора: "#Если Сервер Или ТолстыйКлиентОбычноеПриложение Или ВнешнееСоединение Тогда...".
MAJOR;BUG;3;362;Обработчик события заключен в инструкцию препроцессора: "#Если Сервер Или ТолстыйКлиентОбычноеПриложение Или ВнешнееСоединение Тогда...".
MAJOR;BUG;3;363;Не следует добавлять постфикс "Клиент" в наименование глобального общего модуля с постфиксом "Глобальный".
MAJOR;CODE_SMELL;3;370;Параметр "ИмяСобытия" метода "ЗаписьЖурналаРегистрации()" инициализируется переменной, содержащей нелокализованную строку.
MINOR;BUG;10;371;При локализации параметра "ИмяСобытия" для получения кода языка следует использовать функцию ОбщегоНазначенияКлиентСервер.КодОсновногоЯзыка().
MINOR;BUG;10;374;Сообщение содержит восклицательный знак.
MAJOR;BUG;3;375;Избыточно установлены права на устаревший объект метаданных (с префиксом "Удалить").
MAJOR;CODE_SMELL;3;376;Превышена максимальная длина числовых данных (31 знак).
MAJOR;CODE_SMELL;3;377;Превышена максимальная длина ресурса регистра накопления или бухгалтерии (25 знаков).
MAJOR;CODE_SMELL;3;379;В качестве правого операнда операции сравнения "ПОДОБНО" указано поле таблицы.
MAJOR;BUG;3;380;Длина индекса составляет больше 900 байт.
MAJOR;BUG;3;381;Длина имени объекта метаданных превышает 80 символов.
MAJOR;CODE_SMELL;3;384;Установлено нулевое поле у табличного документа
INFO;CODE_SMELL;3;386;В свойствах формы настроено условное оформление.
INFO;CODE_SMELL;3;387;В свойствах динамического списка настроено условное оформление.
MAJOR;BUG;3;388;Неэкспортная процедура (функция) в разделе "ПрограммныйИнтерфейс".
MAJOR;BUG;3;389;Неэкспортная процедура (функция) в разделе "СлужебныйПрограммныйИнтерфейс".
MAJOR;CODE_SMELL;3;393;Использована ролевая настройка просмотра для реквизита формы.
MAJOR;CODE_SMELL;3;394;Использована ролевая настройка редактирования для реквизита формы.
MAJOR;BUG;3;395;Использована ролевая настройка использования для команды формы.
MAJOR;BUG;3;397;Не задан таймаут для объекта при работе с внешними ресурсами.
MAJOR;CODE_SMELL;3;398;Задан нулевой таймаут для объекта при работе с внешними ресурсами.
MAJOR;BUG;3;399;Отсутствует или неверно описана секция "Параметры" в комментарии к экспортной процедуре (функции).
MAJOR;BUG;3;400;Отсутствует или неверно описана секция "Возвращаемое значение" в комментарии к экспортной функции.
MAJOR;BUG;3;401;Не описаны некоторые параметры в секции "Параметры" в комментарии к экспортной процедуре (функции).
MAJOR;CODE_SMELL;3;402;Секция "Возвращаемое значение" находится перед секцией "Параметры" в комментарии к экспортной функции.
MAJOR;BUG;3;403;Некорректно оформлена гиперссылка "См. ..." в комментарии к экспортной процедуре (функции).
MAJOR;BUG;3;404;Не найден объект переадресации из гиперссылки "См. ..." в комментарии к экспортной процедуре (функции).
MAJOR;BUG;3;405;Описаны лишние параметры в секции "Параметры" в комментарии к экспортной процедуре (функции).
MAJOR;BUG;10;406;Некорректно описаны некоторые параметры в секции "Параметры" в комментарии к экспортной процедуре (функции).
MAJOR;BUG;10;407;Некорректно описан тип некоторых параметров в секции "Параметры" в комментарии к экспортной процедуре (функции).
MAJOR;CODE_SMELL;3;408;Описание параметров в секции "Параметры" должно начинаться с новой строки в комментарии к экспортной процедуре (функции).
MINOR;BUG;10;409;Описание возвращаемого значения в секции "Возвращаемое значение" должно начинаться с новой строки в комментарии к экспортной функции.
MAJOR;CODE_SMELL;3;410;Описана секция "Параметры" в комментарии к экспортной процедуре (функции), не имеющей параметров.
MAJOR;BUG;10;412;Значение свойства "История выбора при вводе" у документа не равно "Не использовать".
MAJOR;CODE_SMELL;3;413;Присутствует обработчик "ОбработкаПолученияДанныхВыбора", а свойство "История выбора при вводе" не равно "Не использовать".
MAJOR;BUG;10;414;Неверно установлены свойства поля формы, которое ссылается на объект метаданных с отключенной историей выбора при вводе.
MAJOR;CODE_SMELL;3;415;Нарушена схема работы с транзакциями: отличаются условия "Если ... Тогда" у методов работы с транзакциями.
MAJOR;BUG;3;416;Отсутствует или некорректно описан тип возвращаемого значения в комментарии к экспортной функции.
MAJOR;BUG;10;417;Некорректно описан тип некоторых свойств возвращаемого значения в комментарии к экспортной функции.
MAJOR;CODE_SMELL;3;419;В правах роли установлены ограничения (RLS) для объекта метаданных.
CRITICAL;BUG;20;420;В праве "Удаление" роли установлены ограничения (RLS) для объекта метаданных.
MAJOR;CODE_SMELL;3;421;Права на константу установлены в обеих ролях: "Полные права" и "Администратор системы".
CRITICAL;BUG;20;422;Права на константу не установлены ни в одной из ролей: "Полные права" и "Администратор системы".
MAJOR;CODE_SMELL;3;423;Для роли "Изменение<ИмяКонстанты>" установлены права на другой объект метаданных.
MAJOR;CODE_SMELL;3;424;Для роли "Чтение<ИмяКонстанты>" установлены права на другой объект метаданных.
MAJOR;BUG;10;425;Отсутствует область "ОписаниеПеременных" в тексте модуля.
MAJOR;CODE_SMELL;3;426;Переменная объявлена в области, содержащей процедуру или функцию.
MAJOR;CODE_SMELL;3;427;Отсутствует область "Инициализация" в тексте модуля.
MAJOR;CODE_SMELL;3;428;Операторы раздела инициализации расположены в области, содержащей процедуры или функции.
MAJOR;CODE_SMELL;3;429;Переменная объявлена вне области "ОписаниеПеременных".
MAJOR;CODE_SMELL;3;430;Операторы раздела инициализации расположены вне области "Инициализация".
MAJOR;BUG;10;433;Неэкспортная переменная не используется в модуле.
CRITICAL;BUG;10;435;Возврат константы типа Строка в модуле с повторным использованием.
MAJOR;CODE_SMELL;3;436;Возврат константы типа Число в модуле с повторным использованием.
MAJOR;CODE_SMELL;3;437;Возврат константы типа Дата в модуле с повторным использованием.
CRITICAL;BUG;10;438;Возврат константы типа Булево в модуле с повторным использованием.
MAJOR;CODE_SMELL;3;439;Возврат предопределенного элемента в модуле с повторным использованием.
CRITICAL;BUG;10;441;Отсутствует удаление временного файла после использования.
MAJOR;CODE_SMELL;3;442;Ошибка выполнения проверки: не удалось получить версию БСП.
MAJOR;CODE_SMELL;3;443;Ошибка выполнения проверки: не удалось получить назначение ролей пользователей.
MAJOR;BUG;10;444;Экспортная процедура в модуле с повторным использованием.
MINOR;BUG;10;445;В реквизит формы присвоена нелокализованная строка.
MINOR;BUG;10;446;У элемента формы не заполнен заголовок.
MINOR;BUG;10;447;У элемента формы бессмысленная подсказка.
MINOR;BUG;10;448;У элемента формы с заполненным списком выбора отключено свойство "Режим выбора из списка".
MINOR;BUG;10;449;Задано наименование предопределенного регламентного задания.
MAJOR;CODE_SMELL;3;450;В макете используется кодировка, отличная от "UTF-8".
MAJOR;CODE_SMELL;3;453;Обращение к менеджеру регламентных заданий при наличии подсистемы "Технология сервиса".
MAJOR;CODE_SMELL;3;454;Регламентное задание включено в состав разделителя.
MAJOR;CODE_SMELL;3;455;Регламентное задание с включенным использованием отсутствует в процедуре "ОчередьЗаданийПереопределяемый.ПриПолученииСпискаШаблонов".
